,Y
40844,2590.0
19717,3700.0
24943,3000.0
30034,3400.0
33780,5000.0
36810,2200.0
8034,4300.0
24783,5200.0
14555,6700.0
18701,5800.0
22776,4200.0
22620,3800.0
39602,1500.0
2293,2000.0
9375,2530.0
8793,1700.0
4290,6500.0
30294,1700.0
18722,4000.0
30154,3700.0
10480,4338.0
12574,2500.0
4449,2300.0
23521,2130.0
5634,3000.0
3672,5500.0
24934,3990.0
11548,4500.0
16,1600.0
16979,3400.0
2318,5000.0
5848,5600.0
30112,6800.0
27704,5800.0
23335,4000.0
9744,1500.0
12768,3600.0
21470,4600.0
35583,2900.0
29930,3800.0
39202,2500.0
12953,4200.0
32468,3000.0
24852,4200.0
39734,4900.0
24790,3100.0
3446,15500.0
3205,3200.0
36926,4800.0
29743,4300.0
32308,4330.0
34871,5200.0
36270,6000.0
21814,3800.0
6528,3200.0
16008,2100.0
11845,4500.0
16883,2800.0
27305,5250.0
14089,2090.0
27741,8000.0
1975,5280.0
16097,3800.0
36595,6500.0
21892,3500.0
33687,4200.0
4990,5000.0
41065,1330.0
35438,12500.0
13886,4500.0
2818,6500.0
28617,2200.0
11579,2330.0
28631,3800.0
11898,1660.0
33262,2490.0
26729,2800.0
36563,3300.0
19574,16000.0
1300,1900.0
37189,3200.0
18348,2800.0
32436,1000.0
18208,5700.0
17743,2000.0
17657,3000.0
12228,3700.0
34516,2330.0
37522,6500.0
30680,3500.0
8865,4500.0
5156,2900.0
17261,2800.0
18449,2500.0
11582,3500.0
2610,4000.0
25830,2600.0
22562,2890.0
22769,2860.0
2227,6500.0
29873,3700.0
33300,6500.0
34924,4100.0
12623,4500.0
41155,1990.0
12004,4600.0
24652,3200.0
15451,3630.0
2664,3300.0
27722,10000.0
1059,3400.0
8230,4800.0
30065,4350.0
36999,3800.0
7895,6500.0
35319,5000.0
19782,2000.0
12551,5200.0
24711,4200.0
29660,6100.0
40816,1700.0
30980,5500.0
35908,3230.0
38066,4500.0
24734,5300.0
14134,5800.0
9090,1430.0
7981,2700.0
39911,2090.0
17037,18000.0
7986,1760.0
4072,1650.0
38312,5500.0
31803,4600.0
36207,3900.0
36603,5000.0
11260,1430.0
1038,3990.0
24873,1960.0
39698,1890.0
22461,5000.0
22289,4560.0
12042,2800.0
11466,1930.0
11685,5888.0
24814,3090.0
8298,1900.0
34830,4600.0
18959,3800.0
38680,4400.0
38274,3000.0
40860,1590.0
20720,2400.0
22974,4000.0
28018,4000.0
1451,1790.0
25601,12000.0
24707,7000.0
4892,6000.0
19414,3800.0
36237,3900.0
20038,5800.0
17157,5000.0
18509,5700.0
16507,2890.0
18034,6500.0
11294,3000.0
31897,3300.0
21005,11000.0
29839,3500.0
10006,2800.0
36214,5000.0
29920,3500.0
32986,7500.0
1323,2400.0
23038,7500.0
25949,12500.0
22329,4300.0
14817,6360.0
31264,12500.0
3182,4500.0
4208,3800.0
10357,2400.0
8690,1700.0
22734,3600.0
5210,2800.0
2896,1200.0
34186,7800.0
18892,5500.0
21386,9000.0
12365,2300.0
34630,3250.0
15873,1830.0
11289,2290.0
28540,2400.0
3156,4000.0
40440,1990.0
29473,4500.0
1206,27017.0
34526,2800.0
29338,1660.0
21804,2700.0
4350,9000.0
17353,3530.0
11191,4000.0
30633,1990.0
18285,8500.0
13801,1590.0
25693,3500.0
34499,2800.0
40973,3800.0
36402,3590.0
28155,2800.0
17788,3900.0
484,6000.0
15119,4000.0
37756,12500.0
35002,4600.0
11366,6000.0
14397,1590.0
7144,1800.0
17582,1860.0
21922,2900.0
21610,3400.0
39756,2030.0
26,1300.0
13746,3800.0
19705,990.0
30531,12800.0
38000,4500.0
19954,8000.0
34645,5500.0
31934,7000.0
24730,4800.0
12997,4300.0
27373,3090.0
16339,3300.0
15312,3400.0
5516,2800.0
22951,5500.0
11435,3500.0
33960,7000.0
29084,5800.0
16500,4800.0
38784,17000.0
29842,11500.0
5841,5000.0
6348,3600.0
15670,4600.0
1940,2000.0
13413,4000.0
32820,2900.0
17557,6200.0
28288,2200.0
31250,5800.0
7016,3200.0
40849,1690.0
15334,7000.0
3267,6500.0
24085,6000.0
28734,7000.0
8939,3400.0
37214,2700.0
30043,6000.0
31505,11000.0
34629,6800.0
11889,3500.0
19432,4400.0
5376,4100.0
2027,6000.0
9233,4800.0
27557,3500.0
20030,2600.0
39522,1390.0
24154,3800.0
31733,2790.0
5254,4400.0
27485,1800.0
1945,3200.0
35656,3800.0
30018,5000.0
8721,3500.0
15758,3900.0
39154,2800.0
21349,3300.0
8288,2650.0
4905,7000.0
36647,3300.0
6450,2400.0
19248,3100.0
26874,6000.0
140,2400.0
38301,4600.0
21502,5800.0
11186,3800.0
967,18600.0
3444,4400.0
38758,3500.0
32521,4800.0
41141,2190.0
18447,6500.0
22915,4500.0
31236,6500.0
9340,4300.0
12882,3850.0
17237,3000.0
39657,6200.0
32049,6800.0
30856,3300.0
19734,1190.0
33846,4300.0
19226,5200.0
35375,6000.0
12433,6390.0
2064,2000.0
38425,14000.0
22923,2400.0
13390,3300.0
40666,2490.0
23606,4500.0
4944,6100.0
18463,4800.0
21850,7000.0
31056,5300.0
28845,6000.0
12206,1460.0
11654,5000.0
13320,1500.0
19755,2300.0
31870,1730.0
2603,6500.0
32801,2760.0
21173,4500.0
8344,6200.0
155,5200.0
15080,5200.0
11660,3000.0
9262,1700.0
2676,1500.0
389,13200.0
18518,1590.0
23067,3950.0
36717,5600.0
20997,7600.0
20126,3100.0
27674,5200.0
1556,6500.0
33438,3500.0
20903,3800.0
2644,10300.0
5431,2800.0
34936,4200.0
35429,3800.0
29995,4200.0
23500,5000.0
32816,4800.0
18583,5300.0
1697,1500.0
27443,4400.0
14053,11000.0
34767,5260.0
4602,3500.0
9404,3000.0
28306,3850.0
36712,2560.0
19117,6400.0
39666,2590.0
2895,10500.0
9671,2390.0
32936,6400.0
36742,4500.0
10906,2000.0
6919,4000.0
34325,4900.0
3223,8200.0
7409,1300.0
25944,6100.0
29846,3000.0
13552,5600.0
16590,2600.0
23542,5800.0
19982,4400.0
32090,2030.0
15186,6900.0
3823,2200.0
21236,2060.0
17814,22000.0
3992,3700.0
21583,5500.0
9846,1600.0
6037,1400.0
31365,3300.0
34320,2560.0
2350,4200.0
37334,4800.0
27867,3000.0
36059,3400.0
6992,5700.0
22217,4200.0
39640,2290.0
30684,6000.0
37048,4650.0
36697,3300.0
5124,4600.0
15110,6300.0
34602,9166.0
23150,3600.0
20079,2900.0
2860,2250.0
33652,5200.0
26802,7000.0
12860,4900.0
23384,5300.0
4234,2300.0
2490,8800.0
31479,4300.0
11464,4000.0
35938,4300.0
39330,2900.0
9898,5300.0
19952,9700.0
34176,2600.0
20011,8800.0
29770,4000.0
19233,3800.0
8145,3300.0
1470,1190.0
12512,7000.0
18778,3800.0
21870,4590.0
36761,7800.0
20765,4300.0
14844,4800.0
7823,2100.0
9607,1990.0
35046,9500.0
20883,3400.0
20284,5000.0
3404,7000.0
28430,6200.0
36163,11500.0
33519,2600.0
25498,3000.0
18177,4500.0
32350,14000.0
25118,4500.0
8281,1200.0
30700,6000.0
14165,6200.0
23558,7800.0
9289,1700.0
33051,2590.0
40403,1490.0
26333,4400.0
5667,5500.0
23532,3500.0
34986,4800.0
20940,7000.0
28218,3500.0
7637,2400.0
16025,3900.0
1815,3500.0
5772,4200.0
40283,16000.0
9591,2200.0
8681,2400.0
18816,1960.0
6578,6300.0
21869,4500.0
23877,5500.0
31968,3800.0
6723,3600.0
4703,4200.0
6507,3600.0
25639,6400.0
6164,9200.0
294,6500.0
19247,3700.0
38341,5000.0
10400,2800.0
23061,5800.0
3861,3400.0
26905,4500.0
16891,3600.0
28995,10000.0
34321,5290.0
6312,3400.0
8902,4000.0
8047,6000.0
16187,3000.0
196,11300.0
24962,4200.0
24866,1990.0
18609,3200.0
10540,3800.0
30041,13000.0
17618,8500.0
29965,900.0
6571,7800.0
30549,10000.0
1071,1890.0
26803,1030.0
22471,3600.0
26098,4800.0
4756,4800.0
7899,5500.0
38491,15000.0
2806,6700.0
2887,5800.0
36473,6200.0
5557,1500.0
38195,4600.0
25328,4200.0
21929,7300.0
36689,4860.0
37173,1460.0
23698,3300.0
16886,4000.0
39301,3500.0
4800,3300.0
11111,4400.0
30838,4300.0
18669,3300.0
30535,2300.0
37096,3300.0
19747,8000.0
13805,1770.0
32414,3600.0
36692,4960.0
34926,5300.0
31418,8700.0
16846,2290.0
8294,2400.0
17148,3800.0
10562,1360.0
8267,1800.0
2772,5100.0
27337,1400.0
22413,3500.0
21314,5500.0
1543,13500.0
20838,2590.0
41357,2500.0
14478,2900.0
22300,6600.0
36264,3700.0
37371,3700.0
35487,3690.0
27209,6000.0
18700,4000.0
7087,1800.0
3749,3000.0
23913,5300.0
16303,2390.0
12826,5000.0
21950,1900.0
16110,5700.0
18930,1630.0
23846,5100.0
14732,5500.0
36470,3600.0
14179,3400.0
21742,29800.0
8873,3100.0
13330,1800.0
5502,2600.0
32707,3700.0
7777,3500.0
37539,10000.0
25327,1300.0
8816,1700.0
13998,2450.0
20853,5000.0
931,18500.0
37090,4530.0
35735,3600.0
14986,1690.0
21397,9000.0
26499,4400.0
16754,3600.0
14913,5800.0
10463,4900.0
2762,4370.0
35159,34000.0
37853,5500.0
27723,3400.0
7234,4000.0
4250,3800.0
40760,2000.0
20921,4000.0
38439,13000.0
28996,5600.0
37231,1890.0
38688,4300.0
39123,3250.0
20741,3200.0
8101,3800.0
10821,1800.0
37222,2400.0
35240,9500.0
18947,2750.0
19620,5000.0
20663,8300.0
8507,18000.0
11043,2500.0
25983,2200.0
17381,6000.0
22286,1890.0
19308,1500.0
3348,2200.0
8437,6000.0
19307,4150.0
31047,4800.0
32530,4400.0
12960,1990.0
37445,8000.0
20695,4200.0
14000,2500.0
39695,2090.0
24655,12500.0
7299,3880.0
31921,2800.0
6494,4800.0
10796,2400.0
27881,2250.0
36850,4400.0
24329,1590.0
15500,4200.0
182,3600.0
34440,2240.0
40377,2500.0
36557,6000.0
20462,6500.0
16138,12500.0
12149,5050.0
38242,5400.0
8789,2200.0
9451,2990.0
10314,7000.0
8067,5200.0
29672,9000.0
15455,3300.0
28367,5000.0
1417,2800.0
5282,4800.0
8160,1890.0
19674,2500.0
24058,3300.0
9145,5000.0
25823,9500.0
8634,2800.0
32108,5000.0
11129,3400.0
616,1300.0
20604,4800.0
6677,1600.0
34501,4600.0
16349,1490.0
32682,2790.0
14102,1730.0
38393,3000.0
3193,4500.0
21984,4500.0
36063,3600.0
36392,10000.0
2614,5600.0
822,8000.0
1559,3300.0
847,6000.0
10771,3000.0
1467,2390.0
6374,3600.0
26580,6000.0
17961,6300.0
18970,5000.0
26383,2800.0
8520,1290.0
30370,990.0
5689,9000.0
12319,4800.0
22157,8500.0
16938,15600.0
26732,1290.0
16535,4000.0
22704,8000.0
33709,3000.0
20528,3650.0
33386,2400.0
34713,2090.0
28823,4500.0
23086,4500.0
1572,10500.0
26535,7000.0
15239,15000.0
38155,3000.0
12100,2500.0
29897,15500.0
28870,4300.0
29581,5200.0
1575,9500.0
37999,3500.0
34481,4330.0
10735,1900.0
6102,6000.0
22163,12000.0
15604,11000.0
1611,4200.0
5242,4300.0
16185,9000.0
24538,3500.0
36534,8500.0
36899,5300.0
18940,3500.0
31595,5000.0
7690,4000.0
32886,7500.0
4363,6800.0
31296,5500.0
32157,3360.0
14938,4300.0
37944,8500.0
9866,3700.0
8192,4700.0
6737,5200.0
38197,4600.0
30257,3000.0
22526,3800.0
3759,4500.0
15213,5990.0
20403,3600.0
28669,8000.0
32124,4500.0
13456,3000.0
9697,4700.0
40658,1430.0
33734,5300.0
36350,6400.0
41334,1590.0
36145,3800.0
9709,2800.0
10421,1930.0
9676,3550.0
21567,6000.0
16752,29000.0
30718,4600.0
21593,3900.0
23171,6800.0
14583,3600.0
18973,28000.0
38617,4900.0
13555,1890.0
16043,3700.0
687,4400.0
875,5000.0
5106,6300.0
35575,5700.0
25535,2590.0
1733,3000.0
5866,28000.0
11735,3490.0
865,1800.0
3163,4500.0
2030,3200.0
28222,2900.0
35588,16000.0
19797,1990.0
31484,4800.0
9979,5030.0
23962,3500.0
10238,2400.0
33974,8800.0
28151,1360.0
10865,16000.0
21587,10500.0
3916,5500.0
3381,4100.0
14580,3500.0
33872,4000.0
1571,18250.0
1725,9600.0
5452,3400.0
37729,4500.0
11066,4700.0
14169,3500.0
21224,8200.0
2114,8800.0
20271,2600.0
39975,1390.0
19526,4000.0
32901,3100.0
40789,1990.0
36724,1760.0
12634,4200.0
1097,18000.0
35312,2200.0
901,3300.0
27050,4000.0
1466,2600.0
39363,5000.0
16518,7500.0
33690,12500.0
12352,3000.0
14038,2630.0
34781,5100.0
31380,3700.0
2406,4100.0
11853,3600.0
3449,13000.0
26154,3900.0
34806,8300.0
15828,3800.0
41408,4800.0
4091,1500.0
25087,1730.0
39584,1490.0
2693,4300.0
36464,3600.0
23996,3100.0
34044,4600.0
10227,2500.0
39573,2890.0
14282,3000.0
9648,1770.0
35904,5900.0
35239,8000.0
35449,3000.0
16189,5500.0
2072,1200.0
6439,2600.0
19586,2160.0
22635,3200.0
30634,2790.0
8100,2300.0
20172,4060.0
22600,5900.0
30452,3700.0
39173,4200.0
10272,2400.0
16955,2200.0
8778,1700.0
9526,1500.0
3723,5000.0
23937,3300.0
31977,6500.0
32250,2600.0
32953,5200.0
35590,4700.0
8752,1600.0
570,100000.0
8935,2900.0
31132,3400.0
39063,2070.0
32056,9000.0
28817,4200.0
25928,1860.0
13007,3500.0
9113,3100.0
29072,4000.0
7161,1800.0
34111,4000.0
4205,8000.0
30430,3000.0
22998,3600.0
29883,2230.0
20602,3200.0
1421,4000.0
34438,4200.0
9918,3000.0
10063,3300.0
2153,4000.0
11074,3300.0
39239,2900.0
25220,4000.0
24728,6700.0
27904,3200.0
18679,2900.0
8336,12000.0
22415,3400.0
26223,11000.0
25187,5200.0
26060,4200.0
3232,7000.0
25146,11000.0
12814,3500.0
37610,1290.0
5733,3300.0
28961,2160.0
40281,2800.0
16302,2790.0
4974,4300.0
7848,1700.0
15490,3000.0
33594,6000.0
15171,5200.0
7111,7800.0
8992,1600.0
14395,3700.0
6058,8300.0
27287,3800.0
31252,7000.0
27748,5000.0
25835,4583.0
34215,9500.0
34633,6400.0
34614,4500.0
33937,2790.0
9814,1400.0
19821,4000.0
28189,4000.0
38525,6300.0
41308,4800.0
36577,3800.0
21387,6000.0
6385,3100.0
36688,4000.0
24169,3400.0
4322,7500.0
4541,2900.0
41150,1760.0
25688,3600.0
26101,3500.0
16607,4500.0
3820,3300.0
8041,3600.0
20310,2300.0
2569,2600.0
9830,2100.0
31315,5000.0
19094,6500.0
25108,5000.0
24791,13000.0
31599,2800.0
5422,3100.0
16628,2960.0
36133,13000.0
22147,3860.0
8366,4000.0
3628,7000.0
28180,800.0
17726,3200.0
38945,1490.0
4307,9800.0
4771,4000.0
31475,6600.0
11423,1790.0
7844,160.0
37097,4100.0
1897,10000.0
13807,8200.0
34751,4500.0
18167,4200.0
30298,2000.0
39282,3300.0
5135,2300.0
33013,2380.0
32697,4700.0
38528,5100.0
35913,4200.0
6920,2000.0
15641,3700.0
26391,2800.0
26486,2200.0
12204,4900.0
21729,3200.0
8973,1700.0
39160,5300.0
24133,4100.0
27696,2400.0
29060,4400.0
2047,8400.0
7997,4730.0
1597,3398.0
14733,4190.0
39378,2390.0
37442,5000.0
40134,2400.0
29990,3800.0
6883,11000.0
12413,11000.0
34671,3600.0
15191,6000.0
32984,2700.0
20476,1990.0
10415,4500.0
19892,4400.0
20797,4300.0
35499,5390.0
14029,7300.0
18260,6300.0
13074,2360.0
38962,3430.0
7921,4000.0
3271,3800.0
7499,2660.0
28312,3200.0
10101,3900.0
35869,2800.0
40279,3090.0
17336,6300.0
17826,1700.0
17739,1990.0
404,19000.0
23272,3300.0
2369,8000.0
18907,4700.0
29269,5000.0
36009,23000.0
17569,8500.0
19537,18000.0
30866,3900.0
40904,1690.0
37653,4400.0
11805,1290.0
20908,2700.0
30928,2000.0
20270,5100.0
37265,2890.0
4387,5600.0
7480,2500.0
37572,4500.0
7130,4600.0
27455,9000.0
31911,1160.0
25943,4600.0
1405,5000.0
9356,4190.0
6794,3300.0
36354,4400.0
34797,4536.0
34189,44000.0
9118,8000.0
40539,5000.0
921,22000.0
32411,1660.0
1263,16000.0
19963,1000.0
19568,4400.0
3393,5100.0
26396,2500.0
37609,4500.0
25380,3700.0
38527,11000.0
37433,2490.0
9337,3200.0
25246,5200.0
18069,2330.0
36332,2890.0
28444,1500.0
16298,16500.0
2470,4500.0
12407,5060.0
26300,4800.0
25338,2900.0
38273,4500.0
39593,1200.0
15251,4300.0
7564,11500.0
24336,1190.0
7154,1650.0
7748,1950.0
37141,350.0
28753,3600.0
27685,5000.0
22836,1490.0
36676,5500.0
11046,2130.0
37452,7300.0
26913,4100.0
20067,5800.0
35686,4800.0
27249,4600.0
12322,1790.0
34816,7300.0
12442,3000.0
37810,4200.0
13277,8300.0
4968,11000.0
26431,3000.0
9623,3500.0
38424,3800.0
6871,10000.0
21615,4400.0
26342,6800.0
40613,5000.0
37062,5500.0
32633,6500.0
26117,2200.0
12886,2030.0
26374,3300.0
1937,18000.0
8392,3100.0
23902,2790.0
22134,8000.0
14039,2800.0
22967,5200.0
742,12000.0
8306,5800.0
207,3600.0
6583,4300.0
17259,9200.0
35723,2030.0
29819,4200.0
20363,2900.0
40390,2700.0
17165,6000.0
23435,4200.0
11560,4500.0
27332,8500.0
20061,6490.0
22190,5200.0
5506,4800.0
23092,4500.0
11044,2230.0
15307,3200.0
12339,4590.0
34483,1730.0
21781,4900.0
7615,2200.0
23869,4100.0
5454,11900.0
6278,4600.0
31018,3200.0
27885,3500.0
22632,5000.0
2809,2400.0
4433,3000.0
19912,6300.0
23934,2800.0
36533,4200.0
19188,2090.0
33691,3700.0
14731,4600.0
27933,3500.0
27824,3200.0
33031,3300.0
35143,7300.0
10300,3600.0
9162,6500.0
10038,6000.0
18256,1500.0
19564,4000.0
41015,2260.0
9270,1700.0
6174,4900.0
2852,4200.0
37204,3300.0
9439,5500.0
39920,1770.0
25668,6000.0
1282,18800.0
21021,3800.0
21962,5400.0
450,4800.0
14929,4500.0
12522,5500.0
18759,4600.0
30055,5300.0
1348,3570.0
23174,14000.0
4227,14500.0
26453,1500.0
40459,2030.0
18582,4500.0
4255,3100.0
32610,3500.0
25088,5800.0
10653,4800.0
3897,1800.0
33935,4900.0
15170,3500.0
37405,2070.0
28677,2530.0
40597,3290.0
166,8300.0
20439,4700.0
2423,4800.0
3180,2700.0
19546,4200.0
3962,5800.0
21073,2200.0
3481,4100.0
14446,1530.0
2915,4000.0
9150,3600.0
31501,4100.0
10716,800.0
823,2800.0
29093,7500.0
21685,3800.0
22838,13500.0
10560,1590.0
6751,8000.0
10895,1600.0
3592,4400.0
35581,4400.0
5675,6400.0
12503,4200.0
34908,6000.0
1084,17500.0
34177,3870.0
28364,4200.0
31423,3600.0
12432,10000.0
7120,3800.0
24293,7000.0
27772,2030.0
9069,1460.0
28209,3600.0
38147,7000.0
1948,4500.0
3591,800.0
29763,2890.0
30426,1560.0
5518,4000.0
1984,2800.0
23905,3200.0
26328,1960.0
33769,5500.0
22781,6800.0
16436,17000.0
24688,0.0
36797,1860.0
38041,11000.0
23690,4800.0
9776,6500.0
2584,6000.0
1095,4400.0
32372,5000.0
31172,2800.0
38356,1690.0
16799,5300.0
17088,3200.0
7920,4200.0
37241,6000.0
11509,3000.0
28652,5000.0
12111,5500.0
28918,1730.0
1490,3570.0
36202,8900.0
14117,2090.0
1931,900.0
4591,2800.0
38858,4000.0
10561,5400.0
12389,4100.0
29413,3000.0
5665,1900.0
2436,4900.0
33871,1500.0
40054,2430.0
40711,2460.0
32005,4100.0
38194,4200.0
34606,4700.0
21683,5000.0
24555,5000.0
35038,1600.0
1712,1000.0
15474,25000.0
12025,2700.0
34195,7200.0
3819,4600.0
11310,7300.0
17998,1900.0
998,2000.0
20947,3800.0
29237,3500.0
14093,5800.0
34027,3300.0
11317,4300.0
6607,2800.0
1132,8500.0
36792,1690.0
24542,6600.0
4583,3500.0
8751,4300.0
17408,4300.0
30083,4500.0
23754,5000.0
13563,6000.0
8255,1500.0
806,9300.0
41386,1760.0
12231,1830.0
16626,32000.0
34251,3900.0
39188,6000.0
6359,4300.0
4508,3000.0
20455,4800.0
29837,3400.0
19968,3200.0
11396,2800.0
12020,5500.0
12581,4200.0
22684,3400.0
33952,3200.0
35507,3800.0
13535,3000.0
25375,4450.0
37428,7500.0
41096,2630.0
14778,3700.0
2975,10500.0
20736,4000.0
5861,800.0
17604,7000.0
12229,2300.0
5413,3200.0
37743,2500.0
18619,3690.0
20199,5100.0
11857,1390.0
39840,1430.0
7852,1500.0
16722,7500.0
39976,1890.0
6412,6900.0
31913,5000.0
39723,2890.0
3189,4000.0
22463,4000.0
36113,3700.0
8703,1600.0
21451,4200.0
12732,6300.0
13229,1430.0
10852,4990.0
3343,3300.0
5188,3500.0
3746,4000.0
13720,2400.0
15532,4200.0
16308,6200.0
20541,3400.0
7204,2500.0
20315,3500.0
19813,3500.0
14947,3360.0
15393,3800.0
4937,5000.0
37398,2560.0
5718,8000.0
32894,6800.0
8231,4300.0
8399,2200.0
31390,5490.0
36366,3000.0
28920,2200.0
27562,2000.0
28922,5000.0
17248,3500.0
2005,5500.0
6050,7500.0
25694,4500.0
41284,1770.0
39513,2300.0
28051,7500.0
19118,4300.0
17816,4550.0
20649,12000.0
17971,4000.0
29582,2490.0
19948,6600.0
22445,2900.0
11985,3200.0
8229,4660.0
10332,12500.0
15402,6200.0
30529,3600.0
13499,1390.0
4108,1500.0
27230,4300.0
12585,3500.0
28544,1000.0
39518,1060.0
17454,8800.0
31053,3600.0
35818,4500.0
31549,2000.0
2068,1600.0
31982,4200.0
40058,2800.0
40045,2060.0
34827,4600.0
1524,2060.0
26424,3000.0
31410,6500.0
40336,3400.0
28012,3200.0
32178,5000.0
23294,5300.0
17363,7200.0
28510,990.0
11240,4200.0
39064,1770.0
33178,6500.0
38934,2300.0
11540,6800.0
6036,5200.0
35657,2800.0
36985,4500.0
35325,39000.0
6169,3800.0
23832,3800.0
37586,3800.0
17915,5600.0
28986,2030.0
33131,6000.0
40164,2060.0
3787,2700.0
26512,6600.0
22990,3300.0
25422,2200.0
8328,7500.0
31241,2600.0
2886,19000.0
23688,1490.0
29942,3900.0
6558,4300.0
32305,8000.0
12842,2900.0
28571,5600.0
19541,4200.0
13042,790.0
38133,6000.0
31837,5000.0
6137,7000.0
17742,15500.0
33527,4300.0
13966,5000.0
14622,5700.0
18249,2600.0
32,2800.0
21589,7200.0
18123,4500.0
36870,15500.0
34172,8500.0
5497,3000.0
24810,4300.0
31459,2130.0
17595,5800.0
26318,2500.0
1080,6300.0
33192,3300.0
15423,4800.0
37339,5100.0
40082,3260.0
18732,3400.0
12660,3300.0
11640,3800.0
35419,3900.0
39546,1430.0
17005,5800.0
32152,4500.0
17600,6000.0
4471,3600.0
26155,5800.0
23112,2800.0
15530,1500.0
16263,14000.0
31268,3700.0
22897,3600.0
37602,2900.0
23119,3750.0
5190,4300.0
31524,2700.0
12158,3600.0
18833,4300.0
15986,4000.0
20587,4400.0
27139,1590.0
17777,4600.0
2081,1800.0
20401,4200.0
38241,7800.0
29967,3000.0
17079,4200.0
27487,800.0
6023,16000.0
14523,5300.0
7599,2000.0
30210,19000.0
18299,3300.0
27963,2090.0
30444,4300.0
32912,4000.0
41295,5390.0
24345,4760.0
33295,4800.0
25302,3000.0
37634,10000.0
12015,3000.0
30464,2600.0
8070,5000.0
103,3500.0
40800,4800.0
11354,4300.0
25527,7800.0
31430,5000.0
12488,4800.0
11124,7200.0
34686,1590.0
17828,2600.0
33352,3400.0
11539,7000.0
35404,9700.0
25398,1660.0
29406,7000.0
37466,6500.0
24027,3300.0
2509,9700.0
8196,6000.0
34810,7200.0
39526,1590.0
17041,2700.0
2631,3000.0
24037,1790.0
10942,3400.0
7123,4000.0
17697,5800.0
2287,5800.0
27316,5300.0
9099,3000.0
33326,5800.0
40651,1770.0
2188,4500.0
16160,7600.0
11663,1630.0
23724,2100.0
19416,3200.0
17427,2900.0
41348,2490.0
13464,18000.0
3543,7600.0
21276,14000.0
32137,4158.0
22467,7300.0
10255,1800.0
39928,2490.0
27742,28000.0
29383,3400.0
36352,4100.0
3413,4300.0
36806,2300.0
39094,5400.0
19522,1800.0
12084,3600.0
37154,6900.0
38328,7000.0
33483,4600.0
3675,4760.0
4197,4200.0
27721,5100.0
24376,5800.0
13729,5400.0
6747,25000.0
28737,5700.0
7520,750.0
8219,5900.0
2707,3500.0
35505,4300.0
26556,3600.0
14294,3600.0
1330,1500.0
31547,2500.0
24495,5200.0
25201,3570.0
38613,3400.0
39027,3130.0
14984,2460.0
6853,4600.0
2278,3400.0
39868,990.0
19863,2600.0
36990,4000.0
6243,3000.0
35539,11000.0
38276,2300.0
28999,11000.0
3207,1833.0
31107,4500.0
36873,3000.0
26109,3800.0
18272,7000.0
16689,3090.0
28196,1930.0
20298,1590.0
27622,2600.0
19048,3100.0
10613,4500.0
32248,3000.0
39303,3200.0
9151,5200.0
7681,3300.0
39846,1990.0
22036,4000.0
41225,2890.0
35090,4300.0
2011,3750.0
4765,3800.0
16550,8200.0
28363,4600.0
9870,8000.0
20728,6000.0
16575,4200.0
32593,1590.0
20699,4000.0
8494,4400.0
15007,5590.0
1918,8000.0
30409,3600.0
36337,5200.0
38200,8000.0
40219,3200.0
20512,3600.0
28232,2300.0
3756,5000.0
32858,6500.0
27355,5600.0
27871,3100.0
36082,2700.0
10989,2390.0
6433,3300.0
35016,6800.0
29702,3300.0
10143,2400.0
8046,5200.0
34144,3700.0
25893,3300.0
14028,3600.0
37663,3300.0
14790,1290.0
32306,3600.0
20511,4500.0
40284,2930.0
52,6000.0
30021,4500.0
29805,3200.0
20020,3800.0
23364,4300.0
28693,7200.0
4330,6300.0
30295,12000.0
29032,2900.0
7617,3500.0
22671,4390.0
15225,13500.0
12169,3500.0
37378,8000.0
28832,4500.0
20346,6100.0
13782,2790.0
30643,3300.0
38927,2500.0
13343,2100.0
28089,1890.0
15720,3190.0
4477,2350.0
17282,2000.0
27511,3090.0
40430,1430.0
17560,5600.0
16912,13000.0
2648,2900.0
23700,3400.0
38871,4200.0
25819,4100.0
3195,8000.0
5752,18500.0
27503,6500.0
11687,4090.0
10312,9200.0
41000,2590.0
40647,2790.0
39199,4800.0
30805,5500.0
22126,5200.0
15716,2530.0
25918,4300.0
19352,5000.0
12684,2390.0
3952,320000.0
29381,26000.0
30767,4000.0
26616,4500.0
38351,12900.0
12857,4500.0
3282,4300.0
40826,4600.0
8295,1900.0
23365,4000.0
15524,3600.0
35609,6560.0
36076,2000.0
19556,4000.0
19665,6000.0
9232,4500.0
9767,1350.0
23985,2800.0
2296,3600.0
24779,18000.0
27693,2200.0
36530,10000.0
2594,24500.0
37551,1630.0
2568,4200.0
2923,9000.0
27177,6500.0
29070,7000.0
27906,6000.0
30932,2200.0
20824,11500.0
34473,3990.0
30653,2100.0
4727,5800.0
15638,7900.0
20900,4300.0
10624,3600.0
27181,3800.0
12862,2890.0
10763,4500.0
447,1088.0
4198,1500.0
23273,2800.0
17272,4000.0
7586,5500.0
39414,3200.0
10122,2800.0
28707,3000.0
2364,11000.0
12363,2800.0
14367,1830.0
39560,5200.0
15343,10000.0
6707,5500.0
20293,3200.0
24282,5500.0
21720,1490.0
16188,3700.0
11664,4690.0
30019,6200.0
39324,3600.0
29748,6300.0
36277,4300.0
13654,5200.0
3298,4200.0
28882,4600.0
40249,2690.0
22386,4500.0
17117,3360.0
17303,2160.0
34210,3400.0
27677,5300.0
